covenant	ஒப்பந்தம்
upholsterer	திரை
fortify	உறுதிப்படுத்து
byword	பழமொழி
opium	அபின்
stipulate	குறிப்பிடு
wearing	சாத்து
comparable	நிகரானவர்
dampness	ஈரமான
wedge	ஆப்பு
restoration	மறுசீரமைப்பு
sadistic	பாலியல் கொடூரமான
implode	இடி
giddy	விளையாட்டுத்தனமாக இரு
groin	அரைப்பூட்டு
minaret	உன்னதக்கோரி
presbyopia	மூப்புப்பார்வை
Joshua	யோசுவா
Zephaniah	செப்பனியா
commercial	விளம்பரம்
US	யூஎஸ்
table	மேசை
delegate	பிரதிநிதி
gratification	திருப்தி
summon	அழை
tend	பார்த்துக்கொள்
forfeit	விட்டுவிடு
hazardous	சிரமமான
autonomy	சுய ஆட்சி உரிமை
kinsman	பந்து
stool	மலம்
hearing	விசாரணை
enzyme	நொதி
faultless	குற்றமற்றவர்களே
fermentation	நொதித்தல்
grammar school	உயர்கல்லூரி
marionette	பொம்மலாட்டத்தில் பயன்படும் பொம்மை
teat	முலைக்காம்பு
sentimental	உணர்ச்சிபூர்வமான
versatility	எந்தத் தொழிலிலும் ஈடுபடும் திறமை
landowner	ஜன்மி
Jan	ஜன.
web	இணையம்
Madras	மெட்ராஸ்
safeguard	பாதுகாப்பு
secure	இணை
climber	கொடி
potential	ஆற்றல்
dismissal	கைவிடுதல்
reject	நிராகரி
above	மேலே
season	பருவம்
visitor	பார்வையாளர்
centripetal force	மையநோக்கு விசை.
slough	தோலை உரித்து விடு
mechanical	இயந்திரத்தால்
narrator	பேச்சாளர்
oppressor	அமுக்கிவைப்பவர்
prawn	இறால்
shoe polish	காலணிக் களிம்பு
vector	திசையன்
compound interest	கடாவுவட்டி
cane sugar	நல்லவெல்லம்
Muhammad	முகம்மது
trampoline	வீழ்தடுப்புறை
camping	முகாமிடுதல்
Vela	வேலா
invention	புனைவு
downsize	மட்டுப்படுத்து
advantage	நன்மை
hibernate	செயலற்றிரு
set off	விடு
verdict	முடிவு
gas	வளிமம்
stadium	மைதானம்
boar	ஆண்பன்றி
summer	கோடை காலம்
nuisance	அச்சுறுத்தல் நிலை
serpent	பாம்பு
timely	சரியான வேளையில் நிகழ்கிற
governess	கைத்தாய்
periwinkle	தவளைக்குட்டி
etymology	சொற்பிறப்பியல்
foreplay	பாலுணர்வூட்டல்
family	குடும்பம்
bullet	புல்லட்
schism	பிரிவு
reaper	பட்டியல்
tuber	கிழங்கு
abductor	கடத்திச் செல்பவர்
saltpetre	கூர்மை
lover	அன்புக்குரியவர்
buffalo	எருமை
traffic	திரக்கு
shock	வெறுப்பூட்டு
hazard	அபாயம்
concise	சுருக்கமாக
hasten	தப்பி ஓடு
lemonade	எலுமிச்சைச்சாறு
motor	முயத்தர்
mushroom	காளான்
Red Sea	செங்கடல்
ides	அக்டோபர்
truffle	ராபுள்
Friday	வெள்ளி
alphabet	அகரவரிசை
faction	தரப்பு
wrapper	உறை
latency	உள்ளுறை
drowsiness	உறக்கம்
combination	பிணைப்பு
sap	அழி
return	வருவாய்
reservoir	நீர்த்தேக்கம்
white	வெள்ளை
zucchini	சீமைச் சுரைக்காய்
Old Testament	பழைய ஏற்பாடு
impound	பட்டியில் அடை
crossbreed	இனக்கலப்பு செய்
salty	உப்பாட்டமாக இரு
steep	ஊறவை
Yemen	ஏமன்
synovia	நிணநெய்
Malaysia	மலேசியா
iridium	இரிடியம்
game	விளையாட்டு
sickness	வியாதி
restart	மீண்டும்தொடங்கு
halt	நிறுத்து
hollow	குடை
cultivator	விவசாயி
dissolve	கலை
disturb	கலை
commiserate	வருத்தம் தெரிவி
nest	கூடு
ice cream	ஐஸ்கிரீம்
inventory	பட்டியல்படுத்து
laser printer	ஒளியச்சு பொறி
tight	சிக்கனமான
ministry	அமைச்சகம்
psychologist	மனோதத்துவ நிபுணர்
Manchester	மான்செஸ்டர்
gaff	கோஸ்பறுவான்
consternation	பேது
Bulgarian	பல்கேரியன்
honour	மதிப்பு
lock	பூட்டு
venom	விஷம்
accountable	பொறுப்பான காரணம் காட்ட வேண்டிய
inure	பழக்கப்படுத்து
vent	விடுவி
adjust	பழுது பார்
revolutionize	மாற்று
best	தோற்கடி
bridegroom	மணமகன்
basement	கட்டடத்தின் அடித்தளம்
century	நூற்றாண்டு
pillar	தூண்
constipation	மலச்சிக்கல்
inhumanity	கொடுமை
insulate	தனிமைப்படுத்து
ninetieth	பத்தொன்பதாவது
night blindness	மாலைக்கண்
adulation	துதி
superscript	மேல்எழுத்து
cross out	அடித்து விடு
misspell	தப்பாக எழுத்துக்கூட்டு
reduced	சாம்பலாகிவிடு
semiology	குறியியல்
lepton	மென்மி
Liberia	லைபீரியா
Niger	நைஜர்
Republic of Bulgaria	பல்கேரியா
settle	குடியேறு
clue	துப்பு
Bihari	பிஹாரி
spend	கழி
nipple	முலைக்காம்பு
surface	மேற்பரப்பு
retinue	கூட்டம்
besiege	முற்றுகையிடு
boiler	கொதிகலன்
clipping	செய்தித்தாளில் இருந்து வெட்டப்பட்ட கட்டுரை
cocktail	மதுபானப் கொண்டாட்டம்
look on	எண்ணு
courtesy	பணிவன்பு
uselessly	சும்மா
literary	கற்றறிந்த
inhabit	வசி
pink	இளஞ்சிவப்பு
politician	அரசியல்வாதி
date palm	தித்தி
bubo	அரையாப்பு
Hawaiian	ஹவாயியன்
circumstance	சந்தர்ப்பம்
calendar	நாள்காட்டி
similarly	ஒப்பந்தம்
logo	சின்னம்
procrastination	தாமதம் செய்தல்
catapult	போடு
emerge	தோன்று
manifestation	தோற்றம்
semblance	தோற்றம்
avocation	துணைத் தொழில்
panegyric	புகழ்
running	செலவு
conflate	கலக்கு
do away with	ஒழி
actualize	எய்தப்பெறு
